-3.207265734672546387e-01,4.399883449077606201e-01,2.762717902660369873e-01
-2.904084324836730957e-01,4.276868700981140137e-01,2.186282128095626831e-01
4.391497373580932617e-01,-8.082091808319091797e-02,1.742006838321685791e-01
-8.133736252784729004e-02,-2.353093959391117096e-02,6.325322389602661133e-01
2.657830342650413513e-02,8.434519404545426369e-04,-3.667329251766204834e-01
5.950733423233032227e-01,1.302556693553924561e-02,1.170170530676841736e-01
-6.816246509552001953e-01,-7.875932008028030396e-02,5.396352410316467285e-01
-9.984517097473144531e-02,-7.064536809921264648e-01,-3.435176908969879150e-01
1.558537315577268600e-02,3.591812849044799805e-01,1.420840770006179810e-01
-6.615952849388122559e-01,-6.074413657188415527e-02,-7.821145653724670410e-01
-3.540717065334320068e-01,2.435740083456039429e-01,7.454857826232910156e-01
-1.764496803283691406e+00,2.288698591291904449e-02,6.093729659914970398e-02
-1.227403283119201660e-01,6.949561238288879395e-01,-3.495987355709075928e-01
7.232433557510375977e-01,1.743499785661697388e-01,-4.276996254920959473e-01
1.409376878291368484e-02,6.937424838542938232e-02,1.736574769020080566e-01
-6.852393150329589844e-01,1.422470808029174805e+00,-3.008878231048583984e-01
