2.225210666656494141e-01,2.508995495736598969e-02,-3.330751061439514160e-01,-1.953062117099761963e-01,-8.743182569742202759e-02,-3.229260444641113281e-01,-1.276753395795822144e-01,5.628474354743957520e-01,1.624250859022140503e-01,7.022609114646911621e-01,-2.907880246639251709e-01,2.520163655281066895e-01,2.271095961332321167e-01,-3.799680769443511963e-01,-2.742750346660614014e-01,-3.893428146839141846e-01
2.394815981388092041e-01,2.209405899047851562e-01,-1.544266641139984131e-01,-3.732618093490600586e-01,1.533412002027034760e-02,-1.297361962497234344e-02,-1.486902236938476562e-01,-3.008164167404174805e-01,-1.517690867185592651e-01,-1.234518438577651978e-01,3.069000244140625000e-01,-5.474870204925537109e-01,4.298995733261108398e-01,3.925711810588836670e-01,-2.649799883365631104e-01,3.666045665740966797e-01
-2.359149605035781860e-01,-2.906359136104583740e-01,-9.022798389196395874e-02,-2.671221196651458740e-01,-1.170566976070404053e-01,1.429351717233657837e-01,8.778376132249832153e-02,-5.110834836959838867e-01,-1.877826601266860962e-01,-8.428700268268585205e-02,2.801623642444610596e-01,1.626020669937133789e-02,3.841315805912017822e-01,1.689789295196533203e-01,1.576552987098693848e-01,5.000519752502441406e-01
2.235683798789978027e-01,-2.159701436758041382e-01,1.674132198095321655e-01,-2.957824170589447021e-01,1.723388731479644775e-01,-3.075667619705200195e-01,2.868994176387786865e-01,-1.616432666778564453e-01,-2.918416559696197510e-01,5.391381382942199707e-01,-5.888160467147827148e-01,1.216136384755373001e-02,1.007780432701110840e+00,8.378374576568603516e-02,-1.341776400804519653e-01,-1.010334342718124390e-01
-2.420913428068161011e-01,1.525081098079681396e-01,-3.403827548027038574e-01,1.497883200645446777e-01,-5.799669027328491211e-02,1.157015085220336914e+00,1.555057764053344727e-01,-2.055801004171371460e-01,-2.243486046791076660e-01,-5.436006188392639160e-01,-2.838787734508514404e-01,-7.474898099899291992e-01,-4.355325400829315186e-01,9.195858836174011230e-01,-2.982435822486877441e-01,-4.726749658584594727e-01
2.052026093006134033e-01,-2.017158269882202148e-01,-4.335885345935821533e-01,4.264226555824279785e-01,1.325314640998840332e-01,-2.077426314353942871e-01,-5.346220135688781738e-01,-3.321432471275329590e-01,-4.701090604066848755e-02,-5.652663707733154297e-01,5.405006408691406250e-01,-4.761242568492889404e-01,4.576855897903442383e-02,-5.409563705325126648e-02,-3.014619648456573486e-01,-2.992926351726055145e-02
6.642036885023117065e-02,7.912724278867244720e-03,-2.160676568746566772e-02,3.713283240795135498e-01,2.992590367794036865e-01,1.624336987733840942e-01,2.213799059391021729e-01,5.909001827239990234e-01,-2.011528313159942627e-01,-1.294661015272140503e-01,1.088891252875328064e-01,4.172545373439788818e-01,1.217381563037633896e-03,1.961801797151565552e-01,-2.174758017063140869e-01,-7.096108794212341309e-01
1.593565642833709717e-01,-2.658422589302062988e-01,1.356209367513656616e-01,-2.269404381513595581e-01,2.045547030866146088e-02,-2.301133051514625549e-02,-1.093381196260452271e-01,-2.208157777786254883e-01,1.670915074646472931e-02,-3.918855488300323486e-01,4.066519066691398621e-02,5.484278202056884766e-01,3.254237473011016846e-01,-2.070447653532028198e-01,-8.718468993902206421e-02,2.298281937837600708e-01
-3.266474902629852295e-01,-3.549882769584655762e-01,1.128529547713696957e-03,2.385520339012145996e-01,-2.612788677215576172e-01,-2.964091897010803223e-01,-2.466110438108444214e-01,4.132473468780517578e-01,-3.132977187633514404e-01,4.010959863662719727e-01,-1.200275793671607971e-01,-2.233055233955383301e-01,-4.280994534492492676e-01,-1.575091630220413208e-01,6.283386796712875366e-02,-3.103163540363311768e-01
-8.763194782659411430e-04,-2.419020831584930420e-01,1.471550464630126953e-01,8.132006227970123291e-02,-7.967966794967651367e-02,-4.503964185714721680e-01,2.982079088687896729e-01,9.502743184566497803e-02,8.516916632652282715e-02,1.152492687106132507e-01,3.586063086986541748e-01,-2.600414678454399109e-02,5.338614583015441895e-01,2.206691056489944458e-01,-6.456551142036914825e-03,-1.519365459680557251e-01
